TestNo,Username,Started.on,Completed,Time.taken,Grade.6.00,Q1_seed,Q1_problem,Q1_solution,Q1_mistakes,Q1_ans,Q1_validity,Q1_score,Q1_prt,Q2_seed,Q2_problem,Q2_solution,Q2_mistakes,Q2_ans,Q2_validity,Q2_score,Q2_prt,Q3_seed,Q3_problem,Q3_solution,Q3_mistakes,Q3_ans,Q3_validity,Q3_score,Q3_prt,Q4_seed,Q4_problem,Q4_solution,Q4_mistakes,Q4_ans,Q4_validity,Q4_score,Q4_prt,Q5_seed,Q5_problem,Q5_solution,Q5_mistakes,Q5_ans,Q5_validity,Q5_score,Q5_prt,Q6_seed,Q6_problem,Q6_solution,Q6_mistakes,Q6_ans,Q6_validity,Q6_score,Q6_prt,Q1_anticipate,Q2_anticipate,Q3_anticipate,Q4_anticipate,Q5_anticipate,Q6_anticipate
T365,user131,10-12-22 15:38,10-12-22 16:17,38 mins 12 secs,4.0,688144,\(\int{\frac{3}{p}} d{a}\),3*log(abs(p))+c,\({3\cdot \ln \left( \left| p\right| \right)}\),3*log(abs(p))+c,score,1,# = 1 | prt1-1-T,14081,\({{\left(6\cdot x+1\right)}^5}\),1296*x^6+1296*x^5+540*x^4+120*x^3+15*x^2+x+c,\({1296\cdot x^6+1296\cdot x^5+540\cdot x^4+120\cdot x^3+15\cdot x^2+x}\);\({\frac{6\cdot {\left(6\cdot x+1\right)}^6}{5}+c}\);\({{\left(6\cdot x+1\right)}^6+c}\),1296*x^6+1296*x^5+540*x^4+120*x^3+15*x^2+x+c,score,1,# = 1 | ATInt_true. | prt1-1-T,591841338,\(\int{x^{\frac{5}{4}}} dx\),(4*x^(9/4))/9+c,\({\frac{4\cdot x^{\frac{9}{4}}}{9}}\);\({x^{\frac{9}{4}}+c}\);\({\frac{5\cdot x^{\frac{1}{4}}}{4}}\);\({\frac{9\cdot x^{\frac{9}{4}}}{4}+c}\),((4*x)^(9/4))/9+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1777154411,\(\int{\frac{7}{x^{\frac{3}{2}}}} dx\),c-14/sqrt(x),\({-\frac{14}{\sqrt{x}}}\);\({-\frac{7}{x^{\frac{3}{2}}}}\);\({\frac{14}{\sqrt{x}}+c}\);\({-\frac{21}{2\cdot x^{\frac{5}{2}}}}\),c-14/x^(1/2),score,1.0,# = 1 | ATInt_true. | prt1-1-T,217679,\(\int{{\left(3\cdot x+5\right)}^{10}} d{x}\),(3*x+5)^11/33+c,\({30\cdot {\left(3\cdot x+5\right)}^9}\);\({\frac{u^{10}+1}{11}}\),(3*x+5)^11/33+c,score,1,# = 1 | prt1-1-T,91273,"\(\int{\frac{2\,x}{{\left(x^2-4\right)}^{\frac{1}{3}}}} dx\)",(3*(x^2-4)^(2/3))/2+c,"\({\frac{3\,{\left(x^2-4\right)}^{\frac{2}{3}}}{2}}\);\({\frac{u^4}{16}+c}\);\({\frac{2}{{\left(x^2-4\right)}^{\frac{1}{3}}}-\frac{4\,x^2}{3\,{\left(x^2-4\right)}^{\frac{4}{3}}}}\)",(3*(x^3-4)^(3/2))/4+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,0,-1,-1,0
T366,user131,10-12-22 16:22,10-12-22 16:54,32 mins 28 secs,2.0,146140,\(\int{\frac{12}{p}} d{a}\),12*log(abs(p))+c,\({12\cdot \ln \left( \left| p\right| \right)}\),12*log(abs(p))+c,score,1,# = 1 | prt1-1-T,496252,\({{\left(4\cdot x+1\right)}^3}\),16*x^4+16*x^3+6*x^2+x+c,\({16\cdot x^4+16\cdot x^3+6\cdot x^2+x}\);\({\frac{4\cdot {\left(4\cdot x+1\right)}^4}{3}+c}\);\({{\left(4\cdot x+1\right)}^4+c}\),16*x^4+16*x^3+9/4*x^2+x+c,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,1237274184,\(\int{x^{\frac{3}{5}}} dx\),(5*x^(8/5))/8+c,\({\frac{5\cdot x^{\frac{8}{5}}}{8}}\);\({x^{\frac{8}{5}}+c}\);\({\frac{3}{5\cdot x^{\frac{2}{5}}}}\);\({\frac{8\cdot x^{\frac{8}{5}}}{5}+c}\),(5*x^(5/8))/8+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1815458091,\(\int{\frac{4}{x^{\frac{11}{2}}}} dx\),c-8/(9*x^(9/2)),\({-\frac{8}{9\cdot x^{\frac{9}{2}}}}\);\({-\frac{4}{x^{\frac{11}{2}}}}\);\({\frac{8}{9\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{22}{x^{\frac{13}{2}}}}\),c-8/x^(9/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,923558,\(\int{{\left(5-8\cdot z\right)}^{12}} d{z}\),c-(5-8*z)^13/104,\({-96\cdot {\left(5-8\cdot z\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),c-(5-8*z)^13/104,score,1,# = 1 | prt1-1-T,778364,"\(\int{\frac{4\,x}{{\left(x^2-6\right)}^{\frac{1}{7}}}} dx\)",(7*(x^2-6)^(6/7))/3+c,"\({\frac{7\,{\left(x^2-6\right)}^{\frac{6}{7}}}{3}}\);\({\frac{u^8}{64}+c}\);\({\frac{4}{{\left(x^2-6\right)}^{\frac{1}{7}}}-\frac{8\,x^2}{7\,{\left(x^2-6\right)}^{\frac{8}{7}}}}\)",(7*(x^2-6)^(6/7))/6+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,0,0,0,-1,0
T367,user131,10-12-22 16:59,10-12-22 17:24,24 mins 50 secs,3.0,405479,\(\int{\frac{12}{y}} d{a}\),12*log(abs(y))+c,\({12\cdot \ln \left( \left| y\right| \right)}\),12*log(abs(y))+c,score,1,# = 1 | prt1-1-T,350862,\({{\left(3\cdot x+2\right)}^4}\),(81*x^5)/5+54*x^4+72*x^3+48*x^2+16*x+c,\({\frac{81\cdot x^5}{5}+54\cdot x^4+72\cdot x^3+48\cdot x^2+16\cdot x}\);\({\frac{5\cdot {\left(3\cdot x+2\right)}^5}{4}+c}\);\({\frac{5\cdot {\left(3\cdot x+2\right)}^5}{3}+c}\),81/5*x^5+54*x^4+72*x^3+48*x^2+16*x+c,score,1,# = 1 | ATInt_true. | prt1-1-T,677736740,\(\int{x^{\frac{8}{5}}} dx\),(5*x^(13/5))/13+c,\({\frac{5\cdot x^{\frac{13}{5}}}{13}}\);\({x^{\frac{13}{5}}+c}\);\({\frac{8\cdot x^{\frac{3}{5}}}{5}}\);\({\frac{13\cdot x^{\frac{13}{5}}}{5}+c}\),((5*x)^(13/5))/13+c,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1751007648,\(\int{\frac{10}{x^{\frac{3}{2}}}} dx\),c-20/sqrt(x),\({-\frac{20}{\sqrt{x}}}\);\({-\frac{10}{x^{\frac{3}{2}}}}\);\({\frac{20}{\sqrt{x}}+c}\);\({-\frac{15}{x^{\frac{5}{2}}}}\),c-20/x^(1/2)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,750789,\(\int{{\left(6\cdot x+3\right)}^{16}} d{x}\),(6*x+3)^17/102+c,\({96\cdot {\left(6\cdot x+3\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),(6*x+3)^17/102,score,0,# = 0 | prt1-1-F | prt1-2-F,592879,"\(\int{\frac{7\,x}{{\left(x^2-4\right)}^{\frac{1}{4}}}} dx\)",(14*(x^2-4)^(3/4))/3+c,"\({\frac{14\,{\left(x^2-4\right)}^{\frac{3}{4}}}{3}}\);\({\frac{u^5}{25}+c}\);\({\frac{7}{{\left(x^2-4\right)}^{\frac{1}{4}}}-\frac{7\,x^2}{2\,{\left(x^2-4\right)}^{\frac{5}{4}}}}\)",(4*(x^2-4)^(3/4))/3,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,0,-1,0,0
T368,user131,10-12-22 17:27,10-12-22 18:01,33 mins 22 secs,3.5,315124,\(\int{\frac{11}{p}} d{a}\),11*log(abs(p))+c,\({11\cdot \ln \left( \left| p\right| \right)}\),11*log(abs(p))+c,score,1,# = 1 | prt1-1-T,329875,\({{\left(10\cdot x+9\right)}^3}\),250*x^4+900*x^3+1215*x^2+729*x+c,\({250\cdot x^4+900\cdot x^3+1215\cdot x^2+729\cdot x}\);\({\frac{4\cdot {\left(10\cdot x+9\right)}^4}{3}+c}\);\({\frac{2\cdot {\left(10\cdot x+9\right)}^4}{5}+c}\),250*x^4+900*x^3+1215*x^2+729*x+c,score,1,# = 1 | ATInt_true. | prt1-1-T,322436441,\(\int{x^{\frac{8}{3}}} dx\),(3*x^(11/3))/11+c,\({\frac{3\cdot x^{\frac{11}{3}}}{11}}\);\({x^{\frac{11}{3}}+c}\);\({\frac{8\cdot x^{\frac{5}{3}}}{3}}\);\({\frac{11\cdot x^{\frac{11}{3}}}{3}+c}\),(3*x)^(11/3))/11+c,invalid,0.0,!,1857332113,\(\int{\frac{8}{x^{\frac{7}{2}}}} dx\),c-16/(5*x^(5/2)),\({-\frac{16}{5\cdot x^{\frac{5}{2}}}}\);\({-\frac{8}{x^{\frac{7}{2}}}}\);\({\frac{16}{5\cdot x^{\frac{5}{2}}}+c}\);\({-\frac{28}{x^{\frac{9}{2}}}}\),c-16/x^(5/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,737904,\(\int{{\left(1-x\right)}^{12}} d{x}\),c-(1-x)^13/13,\({-12\cdot {\left(1-x\right)}^{11}}\);\({\frac{u^{12}+1}{13}}\),c-(1-x)^13/13,score,1,# = 1 | prt1-1-T,180420,"\(\int{\frac{4\,x}{{\left(x^2-1\right)}^{\frac{1}{5}}}} dx\)",(5*(x^2-1)^(4/5))/2+c,"\({\frac{5\,{\left(x^2-1\right)}^{\frac{4}{5}}}{2}}\);\({\frac{u^6}{36}+c}\);\({\frac{4}{{\left(x^2-1\right)}^{\frac{1}{5}}}-\frac{8\,x^2}{5\,{\left(x^2-1\right)}^{\frac{6}{5}}}}\)",(10*(x^2-1)^(4/5))/4,score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T | prt1-3-F | prt1-4-F,-1,-1,-1,0,-1,1
T369,user131,10-12-22 18:06,10-12-22 18:36,30 mins 24 secs,4.0,822808,\(\int{\frac{6}{z}} d{a}\),6*log(abs(z))+c,\({6\cdot \ln \left( \left| z\right| \right)}\),6*log(abs(z))+c,score,1,# = 1 | prt1-1-T,924232,\({{\left(8\cdot x+2\right)}^5}\),(16384*x^6)/3+8192*x^5+5120*x^4+(5120*x^3)/3+320*x^2+32*x+c,\({\frac{16384\cdot x^6}{3}+8192\cdot x^5+5120\cdot x^4+\frac{5120\cdot x^3}{3}+320\cdot x^2+32\cdot x}\);\({\frac{6\cdot {\left(8\cdot x+2\right)}^6}{5}+c}\);\({\frac{3\cdot {\left(8\cdot x+2\right)}^6}{4}+c}\),16384/3*x^6+8192*x^5+5120*x^4+5120/3*x^3+320*x^2+32*x+c,score,1,# = 1 | ATInt_true. | prt1-1-T,459169225,\(\int{\sqrt{x}} dx\),(2*x^(3/2))/3+c,\({\frac{2\cdot x^{\frac{3}{2}}}{3}}\);\({x^{\frac{3}{2}}+c}\);\({\frac{1}{2\cdot \sqrt{x}}}\);\({\frac{3\cdot x^{\frac{3}{2}}}{2}+c}\),(2*x^(3/2))/3+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,938126646,\(\int{\frac{7}{x^{\frac{5}{2}}}} dx\),c-14/(3*x^(3/2)),\({-\frac{14}{3\cdot x^{\frac{3}{2}}}}\);\({-\frac{7}{x^{\frac{5}{2}}}}\);\({\frac{14}{3\cdot x^{\frac{3}{2}}}+c}\);\({-\frac{35}{2\cdot x^{\frac{7}{2}}}}\),c-14/x^(3/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,427413,\(\int{{\left(2\cdot x+3\right)}^{10}} d{x}\),(2*x+3)^11/22+c,\({20\cdot {\left(2\cdot x+3\right)}^9}\);\({\frac{u^{10}+1}{11}}\),(2*x+3)^11/22+c,score,1,# = 1 | prt1-1-T,289783,"\(\int{\frac{3\,x}{{\left(x^2-1\right)}^{\frac{1}{8}}}} dx\)",(12*(x^2-1)^(7/8))/7+c,"\({\frac{12\,{\left(x^2-1\right)}^{\frac{7}{8}}}{7}}\);\({\frac{u^9}{81}+c}\);\({\frac{3}{{\left(x^2-1\right)}^{\frac{1}{8}}}-\frac{3\,x^2}{4\,{\left(x^2-1\right)}^{\frac{9}{8}}}}\)",(4*(x^2-1)^(9/8))/3,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F,-1,-1,-1,0,-1,0
T370,user131,10-12-22 18:40,10-12-22 19:05,25 mins 36 secs,4.5,822374,\(\int{\frac{8}{y}} d{a}\),8*log(abs(y))+c,\({8\cdot \ln \left( \left| y\right| \right)}\),8*log(abs(y))+c,score,1,# = 1 | prt1-1-T,722288,\({{\left(9\cdot x+9\right)}^3}\),(729*x^4)/4+729*x^3+(2187*x^2)/2+729*x+c,\({\frac{729\cdot x^4}{4}+729\cdot x^3+\frac{2187\cdot x^2}{2}+729\cdot x}\);\({\frac{4\cdot {\left(9\cdot x+9\right)}^4}{3}+c}\);\({\frac{4\cdot {\left(9\cdot x+9\right)}^4}{9}+c}\),729/4*x^4+729*x^3+2187/2*x^2+729*x+c,score,1,# = 1 | ATInt_true. | prt1-1-T,440273739,\(\int{x^{\frac{2}{3}}} dx\),(3*x^(5/3))/5+c,\({\frac{3\cdot x^{\frac{5}{3}}}{5}}\);\({x^{\frac{5}{3}}+c}\);\({\frac{2}{3\cdot x^{\frac{1}{3}}}}\);\({\frac{5\cdot x^{\frac{5}{3}}}{3}+c}\),(3*x^(5/3))/5+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1985689564,\(\int{\frac{8}{x^{\frac{5}{2}}}} dx\),c-16/(3*x^(3/2)),\({-\frac{16}{3\cdot x^{\frac{3}{2}}}}\);\({-\frac{8}{x^{\frac{5}{2}}}}\);\({\frac{16}{3\cdot x^{\frac{3}{2}}}+c}\);\({-\frac{20}{x^{\frac{7}{2}}}}\),c-16/x^(3/2),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,521308,\(\int{{\left(5-2\cdot x\right)}^{15}} d{x}\),c-(5-2*x)^16/32,\({-30\cdot {\left(5-2\cdot x\right)}^{14}}\);\({\frac{u^{15}+1}{16}}\),c-(5-2*x)^16/32,score,1,# = 1 | prt1-1-T,690617,"\(\int{\frac{4\,x}{{\left(x^2-6\right)}^{\frac{1}{10}}}} dx\)",(20*(x^2-6)^(9/10))/9+c,"\({\frac{20\,{\left(x^2-6\right)}^{\frac{9}{10}}}{9}}\);\({\frac{u^{11}}{121}+c}\);\({\frac{4}{{\left(x^2-6\right)}^{\frac{1}{10}}}-\frac{4\,x^2}{5\,{\left(x^2-6\right)}^{\frac{11}{10}}}}\)",(20*(x^2-6)^(9/10))/9,score,0.5,# = 0.5 | ATInt_const. | prt1-1-F | prt1-2-T | prt1-3-F | prt1-4-F,-1,-1,-1,0,-1,1
T371,user131,11-12-22 16:55,11-12-22 17:19,24 mins 20 secs,5.0,29151,\(\int{\frac{5}{z}} d{a}\),5*log(abs(z))+c,\({5\cdot \ln \left( \left| z\right| \right)}\),5*log(abs(z))+c,score,1,# = 1 | prt1-1-T,56787,\({{\left(8\cdot x+3\right)}^6}\),(8*x+3)^7/56+c,\({\frac{{\left(8\cdot x+3\right)}^7}{56}}\);\({\frac{7\cdot {\left(8\cdot x+3\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(8\cdot x+3\right)}^7}{8}+c}\),(8*x+3)^7/56+c,score,1,# = 1 | ATInt_true. | prt1-1-T,1521519531,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),3*x^(4/3)/4+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1370287291,\(\int{\frac{8}{x^{\frac{9}{2}}}} dx\),c-16/(7*x^(7/2)),\({-\frac{16}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{8}{x^{\frac{9}{2}}}}\);\({\frac{16}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{36}{x^{\frac{11}{2}}}}\),16/(7*x^(7/2)),score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,705540,\(\int{{\left(2\cdot x+2\right)}^{13}} d{x}\),(2*x+2)^14/28+c,\({26\cdot {\left(2\cdot x+2\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),(2*x+2)^14/28+c,score,1,# = 1 | prt1-1-T,159223,"\(\int{\frac{6\,x}{{\left(x^2-6\right)}^{\frac{1}{4}}}} dx\)",4*(x^2-6)^(3/4)+c,"\({4\,{\left(x^2-6\right)}^{\frac{3}{4}}}\);\({\frac{u^5}{25}+c}\);\({\frac{6}{{\left(x^2-6\right)}^{\frac{1}{4}}}-\frac{3\,x^2}{{\left(x^2-6\right)}^{\frac{5}{4}}}}\)",4*(x^2-6)^(3/4)+c,score,1.0,# = 1 | ATInt_true. | prt1-1-T,-1,-1,-1,0,-1,-1
T372,user132,10-11-22 18:05,10-11-22 18:54,48 mins 49 secs,1.0,241632,\(\int{\frac{5}{t}} d{a}\),5*log(abs(t))+c,\({5\cdot \ln \left( \left| t\right| \right)}\),5*ln*t + C,score,0,# = 0 | prt1-1-F | prt1-2-F,498701,\({{\left(6\cdot x+3\right)}^2}\),12*x^3+18*x^2+9*x+c,\({12\cdot x^3+18\cdot x^2+9\cdot x}\);\({\frac{3\cdot {\left(6\cdot x+3\right)}^3}{2}+c}\);\({\frac{{\left(6\cdot x+3\right)}^3}{2}+c}\),2*x + 1 + C,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,322436441,\(\int{x^{\frac{8}{3}}} dx\),(3*x^(11/3))/11+c,\({\frac{3\cdot x^{\frac{11}{3}}}{11}}\);\({x^{\frac{11}{3}}+c}\);\({\frac{8\cdot x^{\frac{5}{3}}}{3}}\);\({\frac{11\cdot x^{\frac{11}{3}}}{3}+c}\),{(x^5/3) / 5/3} + C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,591262866,\(\int{\frac{6}{x^{\frac{11}{2}}}} dx\),c-4/(3*x^(9/2)),\({-\frac{4}{3\cdot x^{\frac{9}{2}}}}\);\({-\frac{6}{x^{\frac{11}{2}}}}\);\({\frac{4}{3\cdot x^{\frac{9}{2}}}+c}\);\({-\frac{33}{x^{\frac{13}{2}}}}\),{1/33*x^(9/2)} + C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,464730,\(\int{{\left(8\cdot z+3\right)}^{13}} d{z}\),(8*z+3)^14/112+c,\({104\cdot {\left(8\cdot z+3\right)}^{12}}\);\({\frac{u^{13}+1}{14}}\),{(1/112)*(8*z+3)^14+ C },score,0,# = 0 | ATAlgEquiv_SA_not_expression. | prt1-1-F | ATAlgEquiv_SA_not_expression. | prt1-2-F,438557,"\(\int{\frac{6\,x}{\sqrt{x^2-2}}} dx\)",6*sqrt(x^2-2)+c,"\({6\,\sqrt{x^2-2}}\);\({\frac{u^3}{9}+c}\);\({\frac{6}{\sqrt{x^2-2}}-\frac{6\,x^2}{{\left(x^2-2\right)}^{\frac{3}{2}}}}\)",6*(x^2 - 2)^(1/2 )+ C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,0,0,0,0,0,-1
T373,user132,10-11-22 19:27,10-11-22 19:48,20 mins 25 secs,1.0,509252,\(\int{\frac{8}{r}} d{a}\),8*log(abs(r))+c,\({8\cdot \ln \left( \left| r\right| \right)}\),8* ln(|r|) + C,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,549788,\({{\left(9\cdot x+8\right)}^6}\),(9*x+8)^7/63+c,\({\frac{{\left(9\cdot x+8\right)}^7}{63}}\);\({\frac{7\cdot {\left(9\cdot x+8\right)}^7}{6}+c}\);\({\frac{7\cdot {\left(9\cdot x+8\right)}^7}{9}+c}\),(1/63)*(9*x +8)^7 + C,score,1,# = 1 | ATInt_true. | prt1-1-T,768422873,\(\int{x^{\frac{3}{2}}} dx\),(2*x^(5/2))/5+c,\({\frac{2\cdot x^{\frac{5}{2}}}{5}}\);\({x^{\frac{5}{2}}+c}\);\({\frac{3\cdot \sqrt{x}}{2}}\);\({\frac{5\cdot x^{\frac{5}{2}}}{2}+c}\),{2*x^(5/2)}/5 +C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,1735101288,\(\int{\frac{8}{x^{\frac{5}{2}}}} dx\),c-16/(3*x^(3/2)),\({-\frac{16}{3\cdot x^{\frac{3}{2}}}}\);\({-\frac{8}{x^{\frac{5}{2}}}}\);\({\frac{16}{3\cdot x^{\frac{3}{2}}}+c}\);\({-\frac{20}{x^{\frac{7}{2}}}}\),-12*x^(-3/2)+C,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,248029,\(\int{{\left(4-6\cdot x\right)}^{16}} d{x}\),c-(4-6*x)^17/102,\({-96\cdot {\left(4-6\cdot x\right)}^{15}}\);\({\frac{u^{16}+1}{17}}\),{(4-6*x^17)}/-102 + C,score,0,# = 0 | prt1-1-F | prt1-2-F,284223,"\(\int{\frac{8\,x}{{\left(x^2-6\right)}^{\frac{1}{4}}}} dx\)",(16*(x^2-6)^(3/4))/3+c,"\({\frac{16\,{\left(x^2-6\right)}^{\frac{3}{4}}}{3}}\);\({\frac{u^5}{25}+c}\);\({\frac{8}{{\left(x^2-6\right)}^{\frac{1}{4}}}-\frac{4\,x^2}{{\left(x^2-6\right)}^{\frac{5}{4}}}}\)",5,score,0.0,# = 0 | ATInt_generic. ATInt_var_SB_notSA. | prt1-1-F | prt1-2-F,0,-1,0,0,0,0
T374,user132,10-11-22 19:55,10-11-22 20:11,16 mins 39 secs,1.0,52208,\(\int{\frac{2}{z}} d{a}\),2*log(abs(z))+c,\({2\cdot \ln \left( \left| z\right| \right)}\),2*ln(|z|)+C,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,366089,\({{\left(3\cdot x+3\right)}^5}\),(81*x^6)/2+243*x^5+(1215*x^4)/2+810*x^3+(1215*x^2)/2+243*x+c,\({\frac{81\cdot x^6}{2}+243\cdot x^5+\frac{1215\cdot x^4}{2}+810\cdot x^3+\frac{1215\cdot x^2}{2}+243\cdot x}\);\({\frac{6\cdot {\left(3\cdot x+3\right)}^6}{5}+c}\);\({2\cdot {\left(3\cdot x+3\right)}^6+c}\),{(3*x+3)^6}/18 +C,score,0,# = 0 | ATInt_generic. | prt1-1-F | ATInt_generic. | prt1-2-F | ATInt_generic. | prt1-3-F | ATInt_generic. | prt1-4-F | ATInt_generic. | prt1-5-F,705367860,\(\int{x^{\frac{1}{3}}} dx\),(3*x^(4/3))/4+c,\({\frac{3\cdot x^{\frac{4}{3}}}{4}}\);\({x^{\frac{4}{3}}+c}\);\({\frac{1}{3\cdot x^{\frac{2}{3}}}}\);\({\frac{4\cdot x^{\frac{4}{3}}}{3}+c}\),3*x^(4/3)/4+C,score,1.0,# = 1 | ATInt_true. | prt1-1-T,1617888178,\(\int{\frac{4}{x^{\frac{9}{2}}}} dx\),c-8/(7*x^(7/2)),\({-\frac{8}{7\cdot x^{\frac{7}{2}}}}\);\({-\frac{4}{x^{\frac{9}{2}}}}\);\({\frac{8}{7\cdot x^{\frac{7}{2}}}+c}\);\({-\frac{18}{x^{\frac{11}{2}}}}\),C-8*x^(11/2)/11,score,0.0,# = 0 | ATInt_generic. | prt1-1-F | prt1-2-F | prt1-3-F | prt1-4-F | prt1-5-F,631682,\(\int{{\left(1-2\cdot x\right)}^{15}} d{x}\),c-(1-2*x)^16/32,\({-30\cdot {\left(1-2\cdot x\right)}^{14}}\);\({\frac{u^{15}+1}{16}}\),C-(1-2*x)^16/32,score,0,# = 0 | ATAlgEquiv_WrongCase. | prt1-1-F | prt1-2-F,80502,"\(\int{\frac{3\,x}{\sqrt{x^2-7}}} dx\)",3*sqrt(x^2-7)+c,"\({3\,\sqrt{x^2-7}}\);\({\frac{u^3}{9}+c}\);\({\frac{3}{\sqrt{x^2-7}}-\frac{3\,x^2}{{\left(x^2-7\right)}^{\frac{3}{2}}}}\)",,blank,0.0,!,0,0,-1,0,0,-1
